id,model,ai_model,pipeline_stage_id,pipeline_stage,content_num,content_group,times_assigned_human,total_assignments,proportions,content_group_sim_tfidf
P4_FlanT5_10,FlanT5,FlanT5,4,reply,10,P4FlanT5,34,59,0.576271186440678,0.08731956971266963
P4_FlanT5_11,FlanT5,FlanT5,4,reply,11,P4FlanT5,43,59,0.728813559322034,0.06665570484348486
P4_FlanT5_12,FlanT5,FlanT5,4,reply,12,P4FlanT5,37,59,0.627118644067797,0.04905717328132853
P4_FlanT5_13,FlanT5,FlanT5,4,reply,13,P4FlanT5,34,59,0.576271186440678,0.05323956590420616
P4_FlanT5_14,FlanT5,FlanT5,4,reply,14,P4FlanT5,42,59,0.711864406779661,0.09060151090950477
P4_FlanT5_15,FlanT5,FlanT5,4,reply,15,P4FlanT5,30,59,0.508474576271186,0.06174240579056093
P1_H_01.FlanT5,H,FlanT5,1,news,1,P1H,41,60,0.683333333333333,0.11383280098209726
P1_H_02.FlanT5,H,FlanT5,1,news,2,P1H,35,60,0.583333333333333,0.13579645843578478
P1_H_03.FlanT5,H,FlanT5,1,news,3,P1H,37,60,0.616666666666667,0.2032561153377704
P1_H_04.FlanT5,H,FlanT5,1,news,4,P1H,36,60,0.6,0.22256519141362016
P1_H_05.FlanT5,H,FlanT5,1,news,5,P1H,40,60,0.666666666666667,0.1659419695909608
P1_H_06.FlanT5,H,FlanT5,1,news,6,P1H,26,60,0.433333333333333,0.14582036594617492
P1_H_07.FlanT5,H,FlanT5,1,news,7,P1H,29,60,0.483333333333333,0.15490362048636025
P1_H_08.FlanT5,H,FlanT5,1,news,8,P1H,28,60,0.466666666666667,0.15737519265947048
P1_H_09.FlanT5,H,FlanT5,1,news,9,P1H,24,60,0.4,0.181705397704608
P1_H_10.FlanT5,H,FlanT5,1,news,10,P1H,35,60,0.583333333333333,0.1797803142838393
P1_H_11.FlanT5,H,FlanT5,1,news,11,P1H,40,60,0.666666666666667,0.2101258271899221
P1_H_12.FlanT5,H,FlanT5,1,news,12,P1H,41,60,0.683333333333333,0.15834734849094034
P1_H_13.FlanT5,H,FlanT5,1,news,13,P1H,42,60,0.7,0.2029034180039233
P1_H_14.FlanT5,H,FlanT5,1,news,14,P1H,27,60,0.45,0.09638819959095649
P1_H_15.FlanT5,H,FlanT5,1,news,15,P1H,37,60,0.616666666666667,0.1918434470600699
P2_H_01.FlanT5,H,FlanT5,2,reaction,1,P2H,37,60,0.616666666666667,0.0706778870709711
P2_H_02.FlanT5,H,FlanT5,2,reaction,2,P2H,38,60,0.633333333333333,0.10815183305090739
P2_H_03.FlanT5,H,FlanT5,2,reaction,3,P2H,51,60,0.85,0.08790128493092463
P2_H_04.FlanT5,H,FlanT5,2,reaction,4,P2H,35,60,0.583333333333333,0.11458197457408519
P2_H_05.FlanT5,H,FlanT5,2,reaction,5,P2H,55,60,0.916666666666667,0.06759910330471507
P2_H_06.FlanT5,H,FlanT5,2,reaction,6,P2H,42,60,0.7,0.08975829078695462
P2_H_07.FlanT5,H,FlanT5,2,reaction,7,P2H,35,60,0.583333333333333,0.10029646941959787
P2_H_08.FlanT5,H,FlanT5,2,reaction,8,P2H,32,60,0.533333333333333,0.10134302672944587
P2_H_09.FlanT5,H,FlanT5,2,reaction,9,P2H,30,60,0.5,0.07164200332410123
P2_H_10.FlanT5,H,FlanT5,2,reaction,10,P2H,40,60,0.666666666666667,0.08467044989519967
P2_H_11.FlanT5,H,FlanT5,2,reaction,11,P2H,38,60,0.633333333333333,0.11706324402690259
P2_H_12.FlanT5,H,FlanT5,2,reaction,12,P2H,41,60,0.683333333333333,0.08429325106899524
P2_H_13.FlanT5,H,FlanT5,2,reaction,13,P2H,37,60,0.616666666666667,0.09668537031867033
P2_H_14.FlanT5,H,FlanT5,2,reaction,14,P2H,42,60,0.7,0.07684556138011325
P2_H_15.FlanT5,H,FlanT5,2,reaction,15,P2H,53,60,0.883333333333333,0.05787565165220088
P3_H_01.FlanT5,H,FlanT5,3,account,1,P3H,39,59,0.661016949152542,0.0781688671982093
P3_H_02.FlanT5,H,FlanT5,3,account,2,P3H,46,59,0.779661016949153,0.06953391265081829
P3_H_03.FlanT5,H,FlanT5,3,account,3,P3H,40,59,0.677966101694915,0.006335412627750972
P3_H_04.FlanT5,H,FlanT5,3,account,4,P3H,40,59,0.677966101694915,0.0180500114722252
P3_H_05.FlanT5,H,FlanT5,3,account,5,P3H,37,59,0.627118644067797,0.016905575553431987
P3_H_06.FlanT5,H,FlanT5,3,account,6,P3H,42,59,0.711864406779661,0.07290862073106509
P3_H_07.FlanT5,H,FlanT5,3,account,7,P3H,33,59,0.559322033898305,0.057656104309106636
P3_H_08.FlanT5,H,FlanT5,3,account,8,P3H,43,59,0.728813559322034,0.026392381804587674
P3_H_09.FlanT5,H,FlanT5,3,account,9,P3H,36,59,0.610169491525424,0.005554543958591589
P3_H_10.FlanT5,H,FlanT5,3,account,10,P3H,39,59,0.661016949152542,0.05284815119756665
P3_H_11.FlanT5,H,FlanT5,3,account,11,P3H,29,59,0.491525423728814,0.015574634027813877
P3_H_12.FlanT5,H,FlanT5,3,account,12,P3H,33,59,0.559322033898305,0.030057643603956817
P3_H_13.FlanT5,H,FlanT5,3,account,13,P3H,30,59,0.508474576271186,0.09547713992307152
P3_H_14.FlanT5,H,FlanT5,3,account,14,P3H,44,59,0.745762711864407,0.058523154528594946
P3_H_15.FlanT5,H,FlanT5,3,account,15,P3H,47,59,0.796610169491525,0.04025821238248937
P4_H_01.FlanT5,H,FlanT5,4,reply,1,P4H,50,59,0.847457627118644,0.0853470687878101
P4_H_02.FlanT5,H,FlanT5,4,reply,2,P4H,37,59,0.627118644067797,0.0985474138497843
P4_H_03.FlanT5,H,FlanT5,4,reply,3,P4H,33,59,0.559322033898305,0.10364780461522598
P4_H_04.FlanT5,H,FlanT5,4,reply,4,P4H,49,59,0.830508474576271,0.03221802992982687
P4_H_05.FlanT5,H,FlanT5,4,reply,5,P4H,51,59,0.864406779661017,0.062482208495812194
P4_H_06.FlanT5,H,FlanT5,4,reply,6,P4H,52,59,0.88135593220339,0.05575432126614719
P4_H_07.FlanT5,H,FlanT5,4,reply,7,P4H,34,59,0.576271186440678,0.037396701603599695
P4_H_08.FlanT5,H,FlanT5,4,reply,8,P4H,24,59,0.406779661016949,0.05291637271611603
P4_H_09.FlanT5,H,FlanT5,4,reply,9,P4H,34,59,0.576271186440678,0.042667676370656264
P4_H_10.FlanT5,H,FlanT5,4,reply,10,P4H,43,59,0.728813559322034,0.0986944093037031
P4_H_11.FlanT5,H,FlanT5,4,reply,11,P4H,40,59,0.677966101694915,0.09468142569155817
P4_H_12.FlanT5,H,FlanT5,4,reply,12,P4H,43,59,0.728813559322034,0.03717185297934976
P4_H_13.FlanT5,H,FlanT5,4,reply,13,P4H,47,59,0.796610169491525,0.04596620743273478
P4_H_14.FlanT5,H,FlanT5,4,reply,14,P4H,55,59,0.932203389830508,0.06710415611997646
P4_H_15.FlanT5,H,FlanT5,4,reply,15,P4H,51,59,0.864406779661017,0.06361325842249375
P1_GPT2_01,GPT2,GPT2,1,news,1,P1GPT2,24,59,0.406779661016949,0.30173009416484503
P1_GPT2_02,GPT2,GPT2,1,news,2,P1GPT2,22,59,0.372881355932203,0.22090389134391808
P1_GPT2_03,GPT2,GPT2,1,news,3,P1GPT2,21,59,0.35593220338983,0.23459589623918012
P1_GPT2_04,GPT2,GPT2,1,news,4,P1GPT2,26,59,0.440677966101695,0.292567055555958
P1_GPT2_05,GPT2,GPT2,1,news,5,P1GPT2,31,59,0.525423728813559,0.2361596634440393
P1_GPT2_06,GPT2,GPT2,1,news,6,P1GPT2,28,59,0.474576271186441,0.2685760362058003
P1_GPT2_07,GPT2,GPT2,1,news,7,P1GPT2,26,59,0.440677966101695,0.29654823669516645
P1_GPT2_08,GPT2,GPT2,1,news,8,P1GPT2,22,59,0.372881355932203,0.11742962393036847
P1_GPT2_09,GPT2,GPT2,1,news,9,P1GPT2,25,59,0.423728813559322,0.2407637581104259
P1_GPT2_10,GPT2,GPT2,1,news,10,P1GPT2,25,59,0.423728813559322,0.21576280888724858
P1_GPT2_11,GPT2,GPT2,1,news,11,P1GPT2,23,59,0.389830508474576,0.2882994142173264
P1_GPT2_12,GPT2,GPT2,1,news,12,P1GPT2,31,59,0.525423728813559,0.23310255882981942
P1_GPT2_13,GPT2,GPT2,1,news,13,P1GPT2,27,59,0.457627118644068,0.2851154865677451
P1_GPT2_14,GPT2,GPT2,1,news,14,P1GPT2,23,59,0.389830508474576,0.2724565555348019
P1_GPT2_15,GPT2,GPT2,1,news,15,P1GPT2,10,59,0.169491525423729,0.06546963405992749
P2_GPT2_01,GPT2,GPT2,2,reaction,1,P2GPT2,23,57,0.403508771929825,0.26126779937814243
P2_GPT2_02,GPT2,GPT2,2,reaction,2,P2GPT2,31,57,0.543859649122807,0.28677184235811515
P2_GPT2_03,GPT2,GPT2,2,reaction,3,P2GPT2,32,57,0.56140350877193,0.3059833479397734
P2_GPT2_04,GPT2,GPT2,2,reaction,4,P2GPT2,22,57,0.385964912280702,0.26065347196229605
P2_GPT2_05,GPT2,GPT2,2,reaction,5,P2GPT2,35,57,0.614035087719298,0.2160125965632075
P2_GPT2_06,GPT2,GPT2,2,reaction,6,P2GPT2,21,57,0.368421052631579,0.2522283809645541
P2_GPT2_07,GPT2,GPT2,2,reaction,7,P2GPT2,32,57,0.56140350877193,0.26466711883020694
P2_GPT2_08,GPT2,GPT2,2,reaction,8,P2GPT2,23,57,0.403508771929825,0.24449385064376888
P2_GPT2_09,GPT2,GPT2,2,reaction,9,P2GPT2,25,57,0.43859649122807,0.3339394458769173
P2_GPT2_10,GPT2,GPT2,2,reaction,10,P2GPT2,27,57,0.473684210526316,0.2676005612413013
P2_GPT2_11,GPT2,GPT2,2,reaction,11,P2GPT2,21,57,0.368421052631579,0.2482433656839979
P2_GPT2_12,GPT2,GPT2,2,reaction,12,P2GPT2,16,57,0.280701754385965,0.2585133201646373
P2_GPT2_13,GPT2,GPT2,2,reaction,13,P2GPT2,19,57,0.333333333333333,0.24918200830983217
P2_GPT2_14,GPT2,GPT2,2,reaction,14,P2GPT2,20,57,0.350877192982456,0.27325836350120625
P2_GPT2_15,GPT2,GPT2,2,reaction,15,P2GPT2,10,57,0.175438596491228,0.1841015697474267
P3_GPT2_01,GPT2,GPT2,3,account,1,P3GPT2,5,57,0.087719298245614,0.16498736510142223
P3_GPT2_02,GPT2,GPT2,3,account,2,P3GPT2,17,57,0.298245614035088,0.18516874734459912
P3_GPT2_03,GPT2,GPT2,3,account,3,P3GPT2,15,57,0.263157894736842,0.19192509391716908
P3_GPT2_04,GPT2,GPT2,3,account,4,P3GPT2,12,57,0.210526315789474,0.16796252811409024
P3_GPT2_05,GPT2,GPT2,3,account,5,P3GPT2,13,57,0.228070175438596,0.16504493125330072
P3_GPT2_06,GPT2,GPT2,3,account,6,P3GPT2,21,57,0.368421052631579,0.2109636136635605
P3_GPT2_07,GPT2,GPT2,3,account,7,P3GPT2,8,57,0.140350877192982,0.199823559040507
P3_GPT2_08,GPT2,GPT2,3,account,8,P3GPT2,12,57,0.210526315789474,0.2037094695848602
P3_GPT2_09,GPT2,GPT2,3,account,9,P3GPT2,11,57,0.192982456140351,0.1910937691054189
P3_GPT2_10,GPT2,GPT2,3,account,10,P3GPT2,13,57,0.228070175438596,0.07010802532531882
P3_GPT2_11,GPT2,GPT2,3,account,11,P3GPT2,12,57,0.210526315789474,0.19024244988545916
P3_GPT2_12,GPT2,GPT2,3,account,12,P3GPT2,5,57,0.087719298245614,0.14857600855344114
P3_GPT2_13,GPT2,GPT2,3,account,13,P3GPT2,5,57,0.087719298245614,0.22636989654829245
P3_GPT2_14,GPT2,GPT2,3,account,14,P3GPT2,17,57,0.298245614035088,0.16511736301494923
P3_GPT2_15,GPT2,GPT2,3,account,15,P3GPT2,13,57,0.228070175438596,0.1682638212838153
P4_GPT2_01,GPT2,GPT2,4,reply,1,P4GPT2,27,59,0.457627118644068,0.21377029430697245
P4_GPT2_02,GPT2,GPT2,4,reply,2,P4GPT2,27,59,0.457627118644068,0.2233493976827851
P4_GPT2_03,GPT2,GPT2,4,reply,3,P4GPT2,25,59,0.423728813559322,0.23791974406985292
P4_GPT2_04,GPT2,GPT2,4,reply,4,P4GPT2,16,59,0.271186440677966,0.19925264271202522
P4_GPT2_05,GPT2,GPT2,4,reply,5,P4GPT2,27,59,0.457627118644068,0.21165369199728654
P4_GPT2_06,GPT2,GPT2,4,reply,6,P4GPT2,31,59,0.525423728813559,0.25303058213516466
P4_GPT2_07,GPT2,GPT2,4,reply,7,P4GPT2,18,59,0.305084745762712,0.2232863808746073
P4_GPT2_08,GPT2,GPT2,4,reply,8,P4GPT2,17,59,0.288135593220339,0.2088234876377362
P4_GPT2_09,GPT2,GPT2,4,reply,9,P4GPT2,19,59,0.322033898305085,0.208062928024389
P4_GPT2_10,GPT2,GPT2,4,reply,10,P4GPT2,40,59,0.677966101694915,0.254151518822688
P4_GPT2_11,GPT2,GPT2,4,reply,11,P4GPT2,15,59,0.254237288135593,0.20406441958571198
P4_GPT2_12,GPT2,GPT2,4,reply,12,P4GPT2,10,59,0.169491525423729,0.23496934802068556
P4_GPT2_13,GPT2,GPT2,4,reply,13,P4GPT2,17,59,0.288135593220339,0.20375997005974897
P4_GPT2_14,GPT2,GPT2,4,reply,14,P4GPT2,27,59,0.457627118644068,0.26285238458373683
P4_GPT2_15,GPT2,GPT2,4,reply,15,P4GPT2,16,59,0.271186440677966,0.19570398704270578
P1_H_01.GPT2,H,GPT2,1,news,1,P1H,39,59,0.661016949152542,0.11383280098209726
P1_H_02.GPT2,H,GPT2,1,news,2,P1H,41,59,0.694915254237288,0.13579645843578478
P1_H_03.GPT2,H,GPT2,1,news,3,P1H,36,59,0.610169491525424,0.2032561153377704
P1_H_04.GPT2,H,GPT2,1,news,4,P1H,40,59,0.677966101694915,0.22256519141362016
P1_H_05.GPT2,H,GPT2,1,news,5,P1H,41,59,0.694915254237288,0.1659419695909608
P1_H_06.GPT2,H,GPT2,1,news,6,P1H,32,59,0.542372881355932,0.14582036594617492
P1_H_07.GPT2,H,GPT2,1,news,7,P1H,34,59,0.576271186440678,0.15490362048636025
P1_H_08.GPT2,H,GPT2,1,news,8,P1H,34,59,0.576271186440678,0.15737519265947048
P1_H_09.GPT2,H,GPT2,1,news,9,P1H,29,59,0.491525423728814,0.181705397704608
P1_H_10.GPT2,H,GPT2,1,news,10,P1H,42,59,0.711864406779661,0.1797803142838393
P1_H_11.GPT2,H,GPT2,1,news,11,P1H,38,59,0.64406779661017,0.2101258271899221
P1_H_12.GPT2,H,GPT2,1,news,12,P1H,45,59,0.76271186440678,0.15834734849094034
P1_H_13.GPT2,H,GPT2,1,news,13,P1H,44,59,0.745762711864407,0.2029034180039233
P1_H_14.GPT2,H,GPT2,1,news,14,P1H,31,59,0.525423728813559,0.09638819959095649
P1_H_15.GPT2,H,GPT2,1,news,15,P1H,45,59,0.76271186440678,0.1918434470600699
P2_H_01.GPT2,H,GPT2,2,reaction,1,P2H,44,57,0.771929824561403,0.0706778870709711
P2_H_02.GPT2,H,GPT2,2,reaction,2,P2H,44,57,0.771929824561403,0.10815183305090739
P2_H_03.GPT2,H,GPT2,2,reaction,3,P2H,48,57,0.842105263157895,0.08790128493092463
P2_H_04.GPT2,H,GPT2,2,reaction,4,P2H,40,57,0.701754385964912,0.11458197457408519
P2_H_05.GPT2,H,GPT2,2,reaction,5,P2H,44,57,0.771929824561403,0.06759910330471507
P2_H_06.GPT2,H,GPT2,2,reaction,6,P2H,50,57,0.87719298245614,0.08975829078695462
P2_H_07.GPT2,H,GPT2,2,reaction,7,P2H,39,57,0.68421052631579,0.10029646941959787
P2_H_08.GPT2,H,GPT2,2,reaction,8,P2H,28,57,0.491228070175439,0.10134302672944587
P2_H_09.GPT2,H,GPT2,2,reaction,9,P2H,31,57,0.543859649122807,0.07164200332410123
P2_H_10.GPT2,H,GPT2,2,reaction,10,P2H,36,57,0.631578947368421,0.08467044989519967
P2_H_11.GPT2,H,GPT2,2,reaction,11,P2H,45,57,0.789473684210526,0.11706324402690259
P2_H_12.GPT2,H,GPT2,2,reaction,12,P2H,40,57,0.701754385964912,0.08429325106899524
P2_H_13.GPT2,H,GPT2,2,reaction,13,P2H,32,57,0.56140350877193,0.09668537031867033
P2_H_14.GPT2,H,GPT2,2,reaction,14,P2H,47,57,0.824561403508772,0.07684556138011325
P2_H_15.GPT2,H,GPT2,2,reaction,15,P2H,54,57,0.947368421052632,0.05787565165220088
P3_H_01.GPT2,H,GPT2,3,account,1,P3H,47,57,0.824561403508772,0.0781688671982093
P3_H_02.GPT2,H,GPT2,3,account,2,P3H,47,57,0.824561403508772,0.06953391265081829
P3_H_03.GPT2,H,GPT2,3,account,3,P3H,43,57,0.754385964912281,0.006335412627750972
P3_H_04.GPT2,H,GPT2,3,account,4,P3H,42,57,0.736842105263158,0.0180500114722252
P3_H_05.GPT2,H,GPT2,3,account,5,P3H,40,57,0.701754385964912,0.016905575553431987
P3_H_06.GPT2,H,GPT2,3,account,6,P3H,48,57,0.842105263157895,0.07290862073106509
P3_H_07.GPT2,H,GPT2,3,account,7,P3H,41,57,0.719298245614035,0.057656104309106636
P3_H_08.GPT2,H,GPT2,3,account,8,P3H,48,57,0.842105263157895,0.026392381804587674
P3_H_09.GPT2,H,GPT2,3,account,9,P3H,40,57,0.701754385964912,0.005554543958591589
P3_H_10.GPT2,H,GPT2,3,account,10,P3H,50,57,0.87719298245614,0.05284815119756665
P3_H_11.GPT2,H,GPT2,3,account,11,P3H,41,57,0.719298245614035,0.015574634027813877
P3_H_12.GPT2,H,GPT2,3,account,12,P3H,24,57,0.421052631578947,0.030057643603956817
P3_H_13.GPT2,H,GPT2,3,account,13,P3H,40,57,0.701754385964912,0.09547713992307152
P3_H_14.GPT2,H,GPT2,3,account,14,P3H,46,57,0.807017543859649,0.058523154528594946
P3_H_15.GPT2,H,GPT2,3,account,15,P3H,52,57,0.912280701754386,0.04025821238248937
P4_H_01.GPT2,H,GPT2,4,reply,1,P4H,54,59,0.915254237288136,0.0853470687878101
P4_H_02.GPT2,H,GPT2,4,reply,2,P4H,48,59,0.813559322033898,0.0985474138497843
P4_H_03.GPT2,H,GPT2,4,reply,3,P4H,43,59,0.728813559322034,0.10364780461522598
P4_H_04.GPT2,H,GPT2,4,reply,4,P4H,54,59,0.915254237288136,0.03221802992982687
P4_H_05.GPT2,H,GPT2,4,reply,5,P4H,53,59,0.898305084745763,0.062482208495812194
P4_H_06.GPT2,H,GPT2,4,reply,6,P4H,50,59,0.847457627118644,0.05575432126614719
P4_H_07.GPT2,H,GPT2,4,reply,7,P4H,38,59,0.64406779661017,0.037396701603599695
P4_H_08.GPT2,H,GPT2,4,reply,8,P4H,36,59,0.610169491525424,0.05291637271611603
P4_H_09.GPT2,H,GPT2,4,reply,9,P4H,43,59,0.728813559322034,0.042667676370656264
P4_H_10.GPT2,H,GPT2,4,reply,10,P4H,50,59,0.847457627118644,0.0986944093037031
P4_H_11.GPT2,H,GPT2,4,reply,11,P4H,42,59,0.711864406779661,0.09468142569155817
P4_H_12.GPT2,H,GPT2,4,reply,12,P4H,48,59,0.813559322033898,0.03717185297934976
P4_H_13.GPT2,H,GPT2,4,reply,13,P4H,49,59,0.830508474576271,0.04596620743273478
P4_H_14.GPT2,H,GPT2,4,reply,14,P4H,55,59,0.932203389830508,0.06710415611997646
P4_H_15.GPT2,H,GPT2,4,reply,15,P4H,52,59,0.88135593220339,0.06361325842249375
P1_GPT35_01,GPT35,GPT35,1,news,1,P1GPT3,42,54,0.777777777777778,0.2973190499532808
P1_GPT35_02,GPT35,GPT35,1,news,2,P1GPT3,25,54,0.462962962962963,0.2626610304232006
P1_GPT35_03,GPT35,GPT35,1,news,3,P1GPT3,26,54,0.481481481481481,0.2929694115135969
P1_GPT35_04,GPT35,GPT35,1,news,4,P1GPT3,32,54,0.592592592592593,0.271124007399302
P1_GPT35_05,GPT35,GPT35,1,news,5,P1GPT3,35,54,0.648148148148148,0.28950427559024733
P1_GPT35_06,GPT35,GPT35,1,news,6,P1GPT3,28,54,0.518518518518518,0.240849790148191
P1_GPT35_07,GPT35,GPT35,1,news,7,P1GPT3,38,54,0.703703703703704,0.21515671203713368
P1_GPT35_08,GPT35,GPT35,1,news,8,P1GPT3,25,54,0.462962962962963,0.24640309844673708
P1_GPT35_09,GPT35,GPT35,1,news,9,P1GPT3,36,54,0.666666666666667,0.2482343126896827
P1_GPT35_10,GPT35,GPT35,1,news,10,P1GPT3,39,54,0.722222222222222,0.2560453973529477
P1_GPT35_11,GPT35,GPT35,1,news,11,P1GPT3,38,54,0.703703703703704,0.25590285548565833
P1_GPT35_12,GPT35,GPT35,1,news,12,P1GPT3,33,54,0.611111111111111,0.2514709641991087
P1_GPT35_13,GPT35,GPT35,1,news,13,P1GPT3,35,54,0.648148148148148,0.21387222747723042
P1_GPT35_14,GPT35,GPT35,1,news,14,P1GPT3,38,54,0.703703703703704,0.25086813055162127
P1_GPT35_15,GPT35,GPT35,1,news,15,P1GPT3,38,54,0.703703703703704,0.2865306396966484
P2_GPT35_01,GPT35,GPT35,2,reaction,1,P2GPT3,31,58,0.53448275862069,0.17214946608922124
P2_GPT35_02,GPT35,GPT35,2,reaction,2,P2GPT3,30,58,0.517241379310345,0.19763279098954975
